PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
csPLN,r3r3/7k/1PNBp2p/2Pp4/3Pbp2/4P3/7P/R4RK1 w - - 0 35,b6b7 e8g8 g1f2 g8g2 f2e1 a8a1,1553,85,80,73,interference long mate mateIn3 middlegame,https://lichess.org/R0axOi5v#69,
LDR16,8/8/8/8/3p3P/4r3/1R3KP1/2k5 w - - 3 48,b2e2 e3e2 f2e2 c1c2,1554,87,88,27,crushing defensiveMove endgame rookEndgame short,https://lichess.org/VEwu3CqW#95,
mgqI1,8/4KP2/8/kp1p4/p2P4/R3P3/8/5r2 w - - 3 52,f7f8q f1f8 e7f8 b5b4 a3a1 b4b3,1557,184,100,21,advantage endgame long,https://lichess.org/RatDlCc4#103,
CElxJ,r5k1/3R2pp/p1NN1p2/6b1/4P1n1/2P5/P7/3K4 b - - 1 33,a8f8 c6e7 g8h8 d6f7 f8f7 d7d8 f7f8 d8f8,1558,84,95,24088,backRankMate endgame mate mateIn4 sacrifice veryLong,https://lichess.org/tpKROwou/black#66,
GEpwd,1r2k3/4p1bQ/p1pp2p1/q7/4P3/2N5/PPP5/2K2R2 b - - 0 22,g7c3 h7g8 e8d7 g8b8,1559,107,89,47,advantage endgame short skewer,https://lichess.org/tNDE9Rz4/black#44,
bwD9K,1r1qk2r/p3bp1p/2Q5/6p1/3P4/8/PP3PPP/R3R1K1 b k - 0 18,d8d7 e1e7 e8e7 a1e1 e7d8 c6f6 d8c7 e1e7,1559,117,89,25,advantage attraction fork middlegame pin sacrifice veryLong,https://lichess.org/laliyNNJ/black#36,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
zsf0T,8/1pr3k1/pRn1pr2/2Pp4/P2P1Nq1/3QP1p1/6P1/5RK1 w - - 8 40,d3e2 f6f4 e2g4 f4g4,1560,74,90,1727,crushing master middlegame short,https://lichess.org/J25CrPoV#79,
JJGNu,3nk2r/3qbppp/4bp2/1p6/4Q3/2P1P3/PP4PP/RN2K1NR w KQk - 1 16,b1d2 e6d5 e4d3 d5g2 d3d7 e8d7 g1e2 g2h1,1560,74,88,189,advantage middlegame skewer trappedPiece veryLong,https://lichess.org/b7iADn2F#31,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
NMH0b,2q1k3/3pbr2/1pp1p1R1/p6Q/2P5/8/PP5P/7K b - - 2 31,c6c5 g6g8 e7f8 g8f8 e8f8 h5h8 f8e7 h8c8,1560,75,94,2514,advantage attraction endgame pin sacrifice skewer veryLong,https://lichess.org/RIQVaSAX/black#62,
GTdGf,2r2bk1/1b3pp1/2p2q1p/2Pnr3/3Q3P/p1N3P1/P4PB1/R2RB1K1 w - - 6 25,c3d5 e5e1 d1e1 f6d4,1560,74,77,1311,crushing deflection discoveredAttack kingsideAttack middlegame short,https://lichess.org/JqdBjniQ#49,
Sf50i,4r1k1/ppp2pp1/3p1q2/3P4/1P1P4/P4BPb/5P2/2RQ2K1 w - - 0 21,c1c7 e8e1 d1e1 f6f3 e1f1 h3f1,1561,77,85,118,crushing deflection endgame long sacrifice,https://lichess.org/PkUnrDUV#41,
ePPJ7,8/1R2rkpq/Q3p3/3p1n1p/P2P4/2rp1P2/6PP/4RNK1 b - - 3 35,f5d4 b7e7 f7e7 a6a7,1562,76,91,2072,attraction crushing middlegame short,https://lichess.org/mRgQiEhH/black#70,
o0nXe,2r3k1/1q3p1p/R3pPp1/3pP2n/1r1B1P2/1P1Q4/1KP2R1P/8 w - - 3 33,f2f1 b4d4 d3d4 b7a6,1564,90,82,62,crushing deflection middlegame short,https://lichess.org/Cv7EQaLg#65,
O17Pv,1r4k1/2p2pbp/1r1p2p1/2n5/p3PP2/R1P3P1/1PQR3P/6K1 w - - 1 28,g1f2 b6b2 c2b2 b8b2 d2b2 c5d3 f2e2 d3b2,1564,77,89,98,attraction crushing fork middlegame veryLong,https://lichess.org/sdV4hHnY#55,
02cXW,r3k1r1/pp2p3/6b1/3Pp3/N3n2p/8/PPB3PP/1R3RK1 w q - 0 27,f1e1 e4d2 c2g6 g8g6 b1c1 d2f3 g1f2 f3e1,1565,85,94,42,crushing middlegame pin veryLong,https://lichess.org/alLtYkL5#53,
QcFi9,3r3k/4qppp/4pN1B/8/6Q1/5P2/PP3PKP/8 b - - 0 28,e7f6 h6g5 f6d4 g5d8,1566,75,94,242,advantage endgame short skewer,https://lichess.org/ksh6r8aN/black#56,
9wjBL,2kr1b1r/1pqN4/2n5/1B2pn2/8/P2P4/1BPN2Pp/1R1Q1RK1 w - - 0 20,g1h1 f5g3,1567,409,100,5,mate mateIn1 middlegame oneMove,https://lichess.org/LlSLZloG#39,
OTKib,2rqkb1r/5ppp/p3p3/1p6/3PR3/1Q3N2/PPn2PPP/1RB3K1 w k - 0 16,e4e6 f7e6 b3e6 f8e7,1568,74,94,546,advantage middlegame short,https://lichess.org/YkFFTGMl#31,Slav_Defense Slav_Defense_Other_variations
nOSGr,1r4k1/p4ppp/4p3/3Pq3/2pR4/P1P2Q2/2P2PPP/Rr4K1 w - - 1 23,a1b1 b8b1 d4d1 e5e1 d1e1 b1e1,1568,77,83,492,backRankMate endgame long mate mateIn3 xRayAttack,https://lichess.org/SCmbbzma#45,
x3wzw,r1r3k1/6pp/6q1/8/8/QP5P/P4P2/K2RR3 w - - 2 30,a3b2 c8c2 d1d2 c2b2,1569,76,95,3535,crushing endgame short,https://lichess.org/mK0PFutW#59,
MRLrg,r1b1kbnr/1p1p1ppp/p1nPpq2/1N6/4P3/8/2P2PPP/R1BQKBNR b KQkq - 0 8,f6a1 b5c7 e8d8 c1g5,1571,77,92,301,advantage fork opening short,https://lichess.org/KQYDdz0w/black#16,Sicilian_Defense Sicilian_Defense_Wing_Gambit
Pj5Ln,4q3/6k1/3p2P1/p3pQ2/1pPp4/1P1P1K2/P7/8 w - - 0 46,f3e4 e8c6,1572,79,96,6636,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/QlZZXKE4#91,
csCRH,3r2k1/4bpp1/p3pn1p/1pq5/5N2/P6P/1P2QPP1/1B2R1K1 b - - 5 24,c5d4 f4e6 f7e6 e2e6 g8h8 e6e7,1573,76,97,4765,advantage fork long middlegame,https://lichess.org/PXDFJd0m/black#48,
S9IDf,4r1k1/p3r3/1p1p1R1p/2p5/1PPpq3/P5QP/6P1/5R1K b - - 1 37,g8h7 f6f7 e7f7 f1f7 h7h8 g3g7,1574,76,96,4745,endgame long mate mateIn3,https://lichess.org/O6z7MWOH/black#74,
WnMU4,6k1/1p3pbp/pB2pnp1/rb6/4P3/1BN2PP1/PP1r2KP/1R5R w - - 4 21,g2h3 b5f1 b1f1 a5h5,1576,76,94,4280,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/cAxVenGx#41,
x3oMQ,r2k3r/pp4pp/2p1P3/3NP3/3P2b1/8/PPP3P1/R4KR1 w - - 0 18,d5f4 h8f8 g2g3 g7g5 f1g2 g5f4,1577,75,90,3169,advantage endgame long pin,https://lichess.org/bCP5INfV#35,Vienna_Game Vienna_Game_Vienna_Gambit
VZpwl,6k1/5pp1/R6p/3bPP2/8/7P/6P1/1r3BK1 w - - 2 33,g1f2 b1f1 f2f1 d5c4 f1f2 c4a6,1577,74,96,19522,attraction crushing endgame fork long sacrifice,https://lichess.org/IGIRk2XY#65,
jWdKv,rnb1kb1r/pp2pppp/3p1n2/q2P4/8/2NB4/PPP2PPP/R1BQK1NR b KQkq - 0 6,f6d5 d3b5 b8c6 d1d5,1578,74,89,467,crushing discoveredAttack interference master opening short,https://lichess.org/5LWt3taz/black#12,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
07400,r5k1/pb1qb1p1/4p1QB/5r2/Pn1pN3/3B4/5PPP/R4RK1 b - - 0 22,e7f6 e4f6 f5f6 g6h7 g8f8 h7h8 f8e7 h8g7,1578,75,88,778,crushing deflection interference kingsideAttack middlegame pin veryLong,https://lichess.org/WdOSPXDz/black#44,
YRP6C,8/3k3p/p3p1p1/1pr5/2nK4/5B2/PPP3PP/4R3 b - - 7 31,d7d6 e1e6 d6e6 d4c5,1580,74,91,691,crushing deflection endgame short,https://lichess.org/Db5DBitL/black#62,
2Wfpy,4rrk1/p1q2ppp/b1p5/2bpQ3/B3nP2/5R2/PPP3PP/RNB4K w - - 7 16,e5c7 e4f2 f3f2 e8e1 f2f1 e1f1,1580,77,78,599,backRankMate clearance fork long mate mateIn3 middlegame sacrifice,https://lichess.org/L340B4RY#31,Sicilian_Defense Sicilian_Defense_Old_Sicilian
VzRdx,1k5r/1ppq4/2n1p2p/6p1/1r6/2Q1B3/5PPP/1RR3K1 b - - 1 28,b4b1 c3h8 d7c8 h8c8 b8c8 c1b1,1581,75,95,23981,advantage hangingPiece long middlegame,https://lichess.org/8rcvhmeF/black#56,
CiUoP,r6r/pp1bk2p/q2Np1p1/b2nQ3/P3P3/2P5/3B1PPP/R3K2R b KQ - 0 20,a6d6 d2g5 e7f7 e5d6,1582,79,94,16606,crushing deflection middlegame short,https://lichess.org/t4vwuIdJ/black#40,
hNhkQ,2N5/4p3/2b4b/1k5p/3B1P1P/4K3/8/8 b - - 2 45,e7e6 c8a7 b5c4 a7c6,1582,75,92,981,crushing deflection endgame master short,https://lichess.org/nGxhHbcU/black#90,
GKZGw,6rb/pp3p1k/5p1p/3NRP1Q/7P/6PK/PP1q4/8 b - - 0 37,f6e5 h5f7 h8g7 d5f6 h7h8 f7g8,1583,75,97,2167,endgame fork long mate mateIn3,https://lichess.org/dqqtXdAc/black#74,
YzUxA,r3kbnr/1b1p2pp/p1q1pp2/1p6/4P3/P1NBBQ2/1PP3PP/R4RK1 b kq - 2 13,f8c5 f3h5 g7g6 h5c5 c6c5 e3c5,1585,79,85,74,advantage long middlegame,https://lichess.org/yCeC9zLh/black#26,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
N2H9T,2bq3k/4pQ1p/p1p3n1/2pp2BN/8/2bP3P/PrP3P1/5RK1 b - - 3 21,d8f8 f7f8 g6f8 f1f8,1587,75,83,304,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/117dpcir/black#42,
59YYR,1k1r1b1r/2p2ppp/Bp6/3nP3/q1P5/5QP1/PP3PP1/2KR3R w - - 1 20,d1d5 d8d5 c4d5 a4a6,1588,74,88,435,advantage middlegame short,https://lichess.org/kPG7e1qx#39,
oqXXv,rn1qkb1r/1p2pppp/5n2/p7/3pN1b1/1B1Q4/PPPP1PPP/R1B1K1NR b KQkq - 1 8,g4f5 e4f6 e7f6 d3f5,1589,77,79,60,advantage discoveredAttack opening short,https://lichess.org/laveppfP/black#16,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
dsUFe,3r1b1k/pb1q2p1/1p3p1p/4pP2/2BrN1Q1/1P5R/P1P3PP/4R2K b - - 2 25,d4e4 h3h6 g7h6 g4g8,1590,75,90,1962,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/epU9Pbkp/black#50,
OSAIq,r1br1k2/1pN2pq1/p1n3p1/5p2/7Q/4R3/PPP4P/2K3R1 b - - 6 24,a8b8 h4d8 c6d8 e3e8,1590,78,95,17679,mate mateIn2 middlegame sacrifice short,https://lichess.org/LmUVNfgE/black#48,
xKzSI,1r3r2/p1n4Q/2q1knR1/1pb1pN2/3pP3/3P1N2/PPP5/R6K b - - 2 30,f8h8 f3g5,1591,87,89,2202,mate mateIn1 middlegame oneMove pin,https://lichess.org/1NGF8HPv/black#60,
FItmq,4r1rk/ppp1b3/3p3P/3P1q2/5B2/3Bp3/PP5Q/2KR4 b - - 2 32,f5g4 f4e5 d6e5 h2e5,1591,74,89,177,crushing master middlegame sacrifice short,https://lichess.org/4Nq1O3Vr/black#64,
kAhOx,1nr3k1/R1nq1pp1/3Bp2p/1pPp4/3N4/3QP3/5PPP/6K1 w - - 0 23,d4b5 d7b5 a7c7 b5d3,1592,74,89,979,advantage middlegame short,https://lichess.org/s1t0jI7n#45,
PB2pQ,1r2r1k1/pp3pb1/2p3B1/2P3p1/2Q3bq/4P1R1/PP4PP/1R4K1 b - - 0 23,g4h5 c4f7 g8h8 g6h5,1592,75,90,256,advantage kingsideAttack middlegame short,https://lichess.org/fQy0PPYY/black#46,
UcygR,5rk1/2p3q1/6pp/8/pPP2p2/P7/6Q1/2KRR3 w - - 0 33,c4c5 g7a1 c1c2 a1a2 c2c3 a2g2,1593,74,95,5081,crushing endgame exposedKing long skewer,https://lichess.org/za1E5o69#65,
B1OXb,3r1r1k/pbp1q1pp/1p6/4n3/2BPpp2/2P1N2R/P1P2PPP/1R1Q2K1 b - - 1 20,f4e3 h3h7 h8h7 d1h5,1593,76,97,12449,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/cYWubsTZ/black#40,
o0gI5,8/pp6/2pnnk2/3p3p/3P3P/1PP3K1/P2B4/3B4 w - - 7 45,d1h5 d6e4 g3f3 e4d2,1594,126,56,18,crushing endgame fork short,https://lichess.org/eYToMsfl#89,
Rg4di,6k1/pp3pp1/7p/2pB4/8/2Pn2qP/PP1Q4/R1B1rNK1 w - - 0 22,d2g2 e1f1 g1f1 g3e1,1596,75,88,745,attraction kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/BSTg4svu#43,
kiwrW,4q3/1r5k/pp2RQpp/4n3/8/7P/P5P1/7K b - - 4 32,e5d7 e6e7 e8e7 f6e7,1597,88,77,33,advantage endgame fork short,https://lichess.org/L0B8zkrH/black#64,
r5iH5,r6k/pbp1q1p1/1p2pr1p/4Q3/2B5/8/PPP2PPP/3RR1K1 b - - 0 21,f6f5 e5f5 e6f5 e1e7,1597,75,95,18642,crushing discoveredAttack middlegame short,https://lichess.org/L1mEZ0zn/black#42,
gVOaB,r6r/5pk1/1qp3pR/3pPbP1/1p1P1Pp1/4K3/PP5Q/7R b - - 6 29,b6d8 h6h7 h8h7 h2h7 g7f8 h7h8 f8e7 h8f6 e7d7 f6d6,1600,76,92,871,advantage middlegame veryLong,https://lichess.org/0S6q6Sxw/black#58,
lnlyS,1qr5/1p1k1pp1/1Pn1p2p/p1QpPn2/3P4/P4N2/3B1PPP/2R3K1 w - - 11 28,g2g4 c6d4 c5c8 b8c8,1601,77,93,2281,crushing middlegame short,https://lichess.org/l1tOkXWx#55,
MUw0z,8/8/R4Bp1/1pk1Pb2/5P2/KP6/P4r2/8 w - - 4 40,e5e6 b5b4 a3a4 f2a2,1603,122,69,20,deflection endgame mate mateIn2 short,https://lichess.org/ovJKHyP1#79,
TPPhK,3q1r1k/2n3pP/3p1b2/2p2N2/1p1pQ3/3P4/1PPK1P2/R5R1 w - - 6 31,e4c6 f6g5 d2d1 f8f5 a1a7 f5f7,1607,112,16,15,advantage discoveredAttack long middlegame,https://lichess.org/Ap4Wc7lr#61,
XmWh6,r3k2r/p2n4/2p1p1p1/2P2p2/7q/5QN1/P3BRP1/2B3K1 w kq - 0 26,f3c6 h4h2 g1f1 h2h1 g3h1 h8h1,1607,77,89,2031,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/l5WpFNRS#51,
74OgR,r2qk1nr/p1p2pb1/1p1p3p/1B1Pn1p1/4Ppb1/N1P2N2/PP4PP/R1BQ1RK1 b kq - 5 12,e8e7 f3e5 g4d1 e5c6 e7f8 c6d8,1609,75,81,151,advantage fork long middlegame sacrifice,https://lichess.org/DAOLYUWh/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
qwJFz,5b1k/5P1p/2rq2p1/p2p2P1/Pp1Q4/1P6/2P5/5K1R b - - 0 36,f8g7 h1h7 h8h7 d4h4 g7h6 h4h6,1611,75,96,22936,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/X7vD4HLY/black#72,
LhjGu,4r1k1/5p1p/5qp1/1Pp5/2Q5/5b2/6PP/2R2N1K w - - 0 32,g2f3 f6f3 h1g1 e8e2 c4e2 f3e2,1612,76,90,278,advantage endgame long,https://lichess.org/RcykgKee#63,
YUn3s,r2qkbnr/pp3ppp/2b1p3/2p1N3/1nP1P1P1/NP1p1P1P/PB1P4/R2QKB1R w KQkq - 0 13,b2c3 d8h4,1614,76,91,1691,mate mateIn1 middlegame oneMove,https://lichess.org/D3zf1Afg#25,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
QgQT1,1r3rk1/3R2pp/2p1p1b1/p4p2/Pn2P3/2N1BP2/1P4PP/R5K1 w - - 2 25,e4e5 b4c2 e3a7 c2a1 a7b8 f8b8,1615,75,94,8779,crushing fork long master middlegame,https://lichess.org/Z4gH1itZ#49,
Xa4k8,8/1pp5/p3B2n/4p2P/2P5/PP6/3k4/6K1 w - - 2 39,g1f2 e5e4 f2g3 e4e3 e6g4 h6g4,1615,74,89,472,crushing endgame long quietMove,https://lichess.org/eF9dNq9w#77,
F8vHV,3B2k1/5ppp/1p2p3/2r5/8/q4N2/2Q2PPP/2R3K1 w - - 1 25,d8e7 a3c1 c2c1 c5c1 f3e1 c1e1,1616,76,97,2973,backRankMate endgame long mate mateIn3 xRayAttack,https://lichess.org/spnLP3sC#49,
dGvPb,6k1/p1p2pbp/3p2p1/8/1PP5/6P1/P1R1rPKP/1RB1r3 w - - 1 21,c1e3 e2e3 b1e1 e3e1,1616,80,87,64,crushing endgame master short,https://lichess.org/nUN0aDuB#41,
HOwde,8/pR3pk1/2P1p1pp/1Pr5/7P/8/5P2/5K2 b - - 6 35,g7f6 c6c7 f6e5 b7a7 e5d6 b5b6,1617,74,95,4197,advancedPawn crushing endgame long rookEndgame,https://lichess.org/ufU9Yw9R/black#70,
lOrxf,4rk2/2BRRppp/rN6/1pn5/8/6P1/1PP2P1P/6K1 b - - 0 23,e8e7 d7d8 e7e8 c7d6 f8g8 d8e8,1620,80,77,393,backRankMate deflection endgame fork long master mate mateIn3,https://lichess.org/4AIZf4qY/black#46,
JvRU7,r1b2k2/1p4pp/2p5/p7/R7/4B3/1PP2PPP/6K1 b - - 0 21,c8f5 a4f4 g7g6 g2g4,1621,76,83,148,advantage endgame pin short,https://lichess.org/NbMIVQjs/black#42,
R19Uh,8/1b5p/BP6/K6P/5p2/6k1/8/8 b - - 1 51,b7e4 a6d3 e4d3 b6b7 f4f3 b7b8q,1621,79,82,127,advancedPawn bishopEndgame crushing endgame long promotion sacrifice,https://lichess.org/dVUQorgY/black#102,
Uvvy1,r7/ppp2pkp/2np1p2/8/6R1/2QB1q1P/PP3P2/6K1 b - - 1 22,g7f8 g4g8 f8g8 d3h7 g8h7 c3f3,1622,75,89,125,advantage attraction discoveredAttack endgame long sacrifice,https://lichess.org/7D48XOmD/black#44,
UTu1A,4Q3/3N4/7p/5ppP/2K2k2/1p6/3q2P1/1n6 b - - 2 52,b3b2 e8e5 f4g4 d7f6 g4h4 e5h2,1622,78,94,11172,endgame long mate mateIn3,https://lichess.org/JXWCtIBY/black#104,
qyONo,r4rk1/1p1b2p1/7p/1q1pRp2/3P4/p1P3QP/PPB2P2/1R4K1 w - - 0 25,e5d5 b5d5 c2b3 d5b3,1622,74,67,87,advantage hangingPiece middlegame short,https://lichess.org/zZsWefFL#49,
5oAH5,3b4/pb2qk1p/5pp1/2p1p3/2P1N3/PQ2PP2/4B1PP/6K1 b - - 1 26,f7e6 b3b7 e7b7 e4c5 e6e7 c5b7,1625,75,97,5588,advantage attraction deflection endgame fork long sacrifice,https://lichess.org/WECaZhcw/black#52,
lMsCs,r4rk1/p1qb2pp/3bpp1P/8/1p1PQ3/2P2NP1/PP3P2/2KR3R b - - 0 20,b4c3 h6g7 c3b2 c1b1,1626,75,99,1220,advancedPawn advantage middlegame short,https://lichess.org/30T9WJFY/black#40,
1IrVt,2kr1b1r/pppq1pp1/3n1n1p/3Pp3/2B5/2PP1Q1P/PP1N1PP1/R1B2RK1 w - - 3 13,d2e4 f6e4 d3e4 d6c4,1626,76,96,23347,advantage opening short,https://lichess.org/QdtLvscC#25,Italian_Game Italian_Game_Two_Knights_Defense
KKwM7,8/p1p2p1k/6pp/2qN4/5B2/1P1Q1KP1/P1P4P/R2n1r2 w - - 4 30,f3g4 d1f2 g4f3 f2d3,1627,76,87,1693,crushing discoveredAttack fork middlegame short,https://lichess.org/JyjVpXma#59,
7njsK,r2q2k1/1p3p1p/p1bQ1b2/2p2P2/2N5/2P1rP2/PP5P/3R1RK1 b - - 1 23,e3e8 d6g3 g8h8 d1d8,1627,84,90,41,advantage discoveredAttack middlegame short,https://lichess.org/XbkmR8oT/black#46,
VjTwe,r3br2/2q2ppk/p1n1p2p/1p1pP2Q/3P3B/2P2NR1/PP4PP/5RK1 b - - 1 21,f7f5 f3g5 h7h8 g5e6 e8h5 e6c7,1628,75,92,1336,crushing fork long middlegame pin,https://lichess.org/540jftYi/black#42,
Vciyf,4rrk1/1ppq1p1p/p1np2bQ/5p2/P1B4N/2P3B1/1PP3PP/3R3K b - - 3 20,c6e5 g3e5 e8e5 h4g6 h7g6 h6g6,1628,75,84,157,advantage kingsideAttack long middlegame pin,https://lichess.org/NBxOu9si/black#40,
724gO,8/4r2p/P1Bp2p1/3Pkp2/8/6PP/5K2/8 b - - 4 42,g6g5 c6b7 e7c7 a6a7,1629,75,89,1752,advancedPawn advantage endgame quietMove short,https://lichess.org/nIIDDkLT/black#84,
uCzRQ,3r4/3q2b1/2k5/1p1p1r1p/1Pp2Pp1/2P1Q1B1/6PP/3R1RK1 b - - 1 27,g7f6 e3c5 c6b7 d1a1,1632,75,81,99,crushing defensiveMove middlegame short,https://lichess.org/qaRIIpf0/black#54,
KtQD9,1Q6/5kp1/8/1P2pp2/8/2K5/2P2P2/7q w - - 0 42,b8e5 h1a1 c3d3 a1e5,1633,76,89,120,crushing endgame master queenEndgame short skewer,https://lichess.org/hEw2daxl#83,
v5ba2,1r6/7p/kr1b2pq/p3p3/2Q5/1PP2P2/P4PRP/1K1R4 b - - 11 33,a6a7 d1d6 b6d6 c4c7 b8b7 c7d6,1633,75,91,2335,advantage attraction exposedKing fork long middlegame sacrifice,https://lichess.org/WfTUfv7z/black#66,
qKmSN,5rk1/Q7/1p2p1p1/1P2P2p/P3BP1P/7K/r4bP1/8 w - - 0 37,e4g6 a2a3 g2g3 a3g3 h3h2 g3g6,1634,76,87,147,crushing endgame fork long master,https://lichess.org/YY507MqX#73,
4k4xz,6k1/1pp3p1/4p2q/r3P3/3Q3p/5R2/2P3PP/3B2K1 w - - 0 29,f3f4 a5d5 d4e4 d5d1,1634,74,93,377,advantage endgame short skewer,https://lichess.org/sy7HmK4K#57,
AMByX,6rk/p4p2/5P1p/3q2bQ/3pN3/3P2P1/Pr5P/4RRK1 w - - 2 32,g3g4 g5e3 g1h1 d5h5 g4h5 g8g2,1638,75,94,9129,crushing discoveredAttack long middlegame,https://lichess.org/ep83kUWz#63,
vrUAt,3r1rk1/p1p3b1/1p2p2B/4Pp2/2P5/2N2q2/PPK2P1Q/7R b - - 0 23,g7h6 h2h6 f3h1 h6h1,1639,90,63,20,advantage middlegame short,https://lichess.org/0PG27cXi/black#46,
9G3L6,4Q2R/5rp1/6kp/p7/5pq1/3PP3/PP2P2P/4K2R w K - 5 27,e1f2 f4e3 f2e1 g4b4 e1d1 b4d2,1639,75,99,861,doubleCheck endgame long mate mateIn3,https://lichess.org/GBFTHOwr#53,
dzhsa,r1b2rk1/pp2ppbp/2pp1n2/7q/3P1B2/3BP3/PPPNNPP1/R3K1Q1 b Q - 5 13,c8f5 e2g3 f5d3 g3h5,1640,74,93,690,crushing middlegame short,https://lichess.org/6AbopBDA/black#26,Indian_Defense Indian_Defense_Other_variations
PsISP,2rr2k1/7p/6p1/pp3p2/2pq4/P2bRQP1/1P3P1P/3R1BK1 b - - 3 24,d4d5 e3e8 g8g7 f3d5 d8d5 e8c8,1640,74,97,365,advantage long middlegame,https://lichess.org/CbnfbuQF/black#48,
KQBnl,4rrk1/pp1bpp2/3p2p1/3P2Qp/2p1N3/8/q1P2PPP/2R2RK1 b - - 3 22,a2a5 g5h6 a5d5 e4g5 d5g5 h6g5,1641,74,91,2328,advantage long middlegame,https://lichess.org/t7clofhF/black#44,
CIx1v,3k2rr/2p2p2/1p6/pPb1p3/P1PpP1nq/3P2NB/4QPP1/1R1R1K2 w - - 9 28,h3g4 h4h1 g3h1 h8h1,1642,82,52,251,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/WdcIuwBq#55,
ZbJpW,8/1bp1nkp1/4p1n1/1pNpPp1r/2qP1P2/2P1B1Pp/1PQ2K1P/R7 b - - 5 31,b7c6 b2b3 c4c5 d4c5,1643,75,84,83,advantage middlegame short trappedPiece,https://lichess.org/PEwZU5TA/black#62,
FFm0x,r1bq2k1/pp3rb1/1n2p1Q1/3p4/3P4/2N1Pp2/PP3P2/1BR1K2R b K - 1 18,d8f6 h1h8 g8h8 g6h7,1643,71,95,16867,attraction kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/Z4x62QCo/black#36,Semi-Slav_Defense Semi-Slav_Defense_Other_variations
LYPEX,r3q1r1/1pp1n3/p2bNQ1k/2p1p3/4P1P1/3P3P/PPP2P2/R3K2R b KQ - 2 18,g8g6 f6h4,1647,79,91,7731,anastasiaMate mate mateIn1 middlegame oneMove,https://lichess.org/ZbhAfOn7/black#36,Ruy_Lopez Ruy_Lopez_Exchange_Variation
SW9w2,r3k1r1/1ppn1p2/7p/pP1bp3/P2b3q/2PP2BP/3QBP1K/R4R2 w q - 0 22,g3h4 g8g2 h2h1 g2f2 e2f3 d5f3,1647,75,71,135,crushing discoveredAttack long middlegame,https://lichess.org/SyPCkcm1#43,
LwGj2,5k2/8/2pK4/pp6/2P5/PP6/8/8 w - - 0 47,d6c6 a5a4 b3b4 b5c4 b4b5 c4c3 b5b6 c3c2,1648,75,93,1788,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/T0UszGXx#93,
crVDL,3r4/k4p1p/2B3p1/1np5/1p2P3/P2K1P2/P1P3PP/1RbR4 w - - 3 30,d3e2 b5c3 e2f2 d8d1,1649,76,94,1279,advantage deflection endgame fork short,https://lichess.org/DaF3ErPQ#59,
MGKjc,6k1/pp3p2/4p3/6q1/3R4/6PQ/5P1K/2r5 b - - 3 32,g5f5 d4d8 g8g7 h3h8 g7g6 d8g8,1649,78,85,56,endgame long mate mateIn3,https://lichess.org/1rDytb1W/black#64,
VDAYQ,rnb2rk1/ppp2ppp/5p2/5q2/1bBP4/1PN1P3/P1Q2PPP/R3K1NR w KQ - 2 11,c2f5 b4c3 e1e2 c8f5,1653,77,83,101,crushing fork hangingPiece intermezzo opening short,https://lichess.org/A8WldroP#21,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
QchIZ,r1b2k1r/pppp2p1/2n2n1p/2q1p1N1/4P3/2P4Q/PP3PPP/RNB1K2R b KQ - 1 10,d7d5 h3c8 a8c8 g5e6 f8f7 e6c5,1653,75,100,550,advantage fork long opening sacrifice,https://lichess.org/IRZVBY22/black#20,Scotch_Game Scotch_Game_Other_variations
YNS1q,8/2r2pkp/B1nRpnp1/p1N5/1p2P3/5P2/PPP3PP/1K6 w - - 2 26,c5d3 f6e8 d6c6 c7c6 a6b5 c6c8,1655,74,92,1668,advantage endgame long trappedPiece,https://lichess.org/tb3bIimv#51,
Kh8p7,r1b1k2r/pp4p1/2pq4/3p1p2/1P1PnP2/2NBP1p1/P1Q1N1P1/1R3RK1 w kq - 0 17,d3e4 h8h1 g1h1 d6h6 h1g1 h6h2,1655,75,86,139,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/X9ps1OSV#33,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
