PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
CLIB9,rnb1kbn1/ppp2pp1/8/3P4/3Np3/8/PP1PPPqr/RNBQ1KR1 w q - 0 10,g1g2 h2h1 g2g1 c8h3 f1e1 h1g1,1468,80,83,964,backRankMate deflection long mate mateIn3 opening,https://lichess.org/nuoEqzBz#19,English_Opening English_Opening_Drill_Variation
9a3UG,8/8/4npk1/1pp4R/5P2/1PbP1K2/P7/8 w - - 5 45,f4f5 g6h5 f5e6 h5g6,1469,76,84,374,advantage defensiveMove endgame short,https://lichess.org/XwMAtVXS#89,
X4D1j,r1b2r1k/pp3ppp/2p1nq2/3p3P/3N1n2/2P1B1Q1/PPB2PP1/R4RK1 w - - 1 22,d4e6 f4e2 g1h2 e2g3,1469,78,85,54,crushing fork middlegame short,https://lichess.org/jExgshlI#43,
wbvr3,5rk1/pb1p1pp1/3q1n2/2p5/2P1p3/1PQ3PP/P3NPK1/4R2R w - - 2 26,e1d1 e4e3 f2f3 b7f3 g2f3 d6c6,1469,77,93,826,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/dwRqh88H#51,
4jcHu,5R2/8/6k1/4p1p1/4Kn2/5P1p/8/8 w - - 0 57,e4e5 h3h2 f8h8 f4h5,1472,89,100,38,advancedPawn crushing defensiveMove endgame master short,https://lichess.org/XJWcVC0s#113,
kpPca,8/6p1/1p2pk2/1P3p2/P7/5B1n/1KP5/8 b - - 0 30,h3g5 a4a5 b6a5 b5b6 g5f3 b6b7 f3e5 b7b8q,1474,75,69,89,advancedPawn advantage endgame promotion sacrifice veryLong,https://lichess.org/8ksT8m09/black#60,
ZVfHi,7k/6p1/5b2/3B4/p2N4/qPr1P3/P1P2PPP/1K1R3R w - - 0 39,d4b5 c3b3 a2b3 a3a1,1474,76,80,443,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/pSuOnMSn#77,
XwO4a,r1bq2kr/p2n2p1/2p1p2p/1p1nP2Q/3P4/3B4/PPP3PP/R1B2RK1 b - - 3 14,d7f8 h5f7,1475,476,33,9,mate mateIn1 middlegame oneMove,https://lichess.org/BNkwE3tr/black#28,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
oMbni,2k3r1/pp1q1p1p/3p4/2pNb1rQ/1P2P1P1/2P2P2/P6P/3R1RK1 w - - 1 22,h5h4 g5g4 f3g4 g8g4 h4g4 d7g4,1475,80,12,51,advantage fork long middlegame sacrifice,https://lichess.org/fhKAaEq4#43,
Cn6d6,8/p1R1kbp1/7p/8/1P2B3/P3P2P/r5P1/4K2n b - - 5 30,e7f6 c7f7 f6f7 e4d5 f7f6 d5a2,1475,76,94,3645,advantage attraction endgame exposedKing fork long sacrifice,https://lichess.org/qxxHKScS/black#60,
3AWWd,2kr3r/pp1bbp2/1q2p3/3pPnpp/3P4/P1N1BN1P/1P3PP1/R2Q1RK1 w - - 0 16,f3g5 f5e3 f2e3 e7g5,1476,75,87,85,advantage capturingDefender intermezzo middlegame short,https://lichess.org/vgBKbfKd#31,French_Defense French_Defense_Advance_Variation
Ryefu,8/8/8/6p1/1K6/1P5k/7p/3R4 w - - 2 53,b4c5 g5g4 c5d6 g4g3,1477,75,85,340,crushing endgame master quietMove rookEndgame short,https://lichess.org/KPBJ4Dg4#105,
jLILy,r2r2k1/1pRPqpb1/p2R2pp/8/3Npp2/Q6P/PP3PP1/6K1 b - - 3 26,g7d4 d6g6 g8f8 g6g8 f8g8 a3e7,1478,75,82,1062,crushing deflection kingsideAttack long master middlegame,https://lichess.org/a9swvhkU/black#52,
X3qlK,r1b1k2r/pp3npp/2pp1q2/3Bn2Q/3pP3/8/PPP2PPP/RNB1K2R w KQkq - 0 11,c1g5 f6g5 d5f7 e5f7 h5g5 f7g5,1480,77,91,3129,advantage long opening,https://lichess.org/zv7y4e9i#21,Scotch_Game Scotch_Game_Vitzthum_Attack
ma10Q,3q1rk1/R3N3/1p1p3p/6pN/3pP1b1/1P1P4/1PP3PP/6K1 b - - 3 26,g8h8 e7g6 h8g8 a7g7,1480,75,95,97,endgame fork mate mateIn2 short,https://lichess.org/SNsg7M72/black#52,
jLYKJ,r3r1k1/p4ppp/1nQ5/3pN3/3P4/1R2P3/q4PPP/1R4K1 b - - 0 20,e8e6 c6a8 b6a8 b3b8 e6e8 b8e8,1483,76,92,575,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/xlXdvxDj/black#40,
8PYg9,1k6/1p5p/5P2/r3n3/6P1/4R2P/8/6K1 b - - 0 39,b8c8 e3e5 a5e5 f6f7 c8d7 f7f8q,1483,77,98,6594,advancedPawn advantage endgame long promotion sacrifice,https://lichess.org/5JZ2bEgB/black#78,
25LOO,r3k2r/1pp1q1p1/p1b2n1p/4p1N1/2Q1P3/B1P5/P1P3PP/R4RK1 b kq - 1 15,e7a3 c4f7 e8d8 g5e6 d8c8 f7c7,1483,75,97,5314,exposedKing long mate mateIn3 middlegame,https://lichess.org/RuMFo4rD/black#30,Ruy_Lopez Ruy_Lopez_Schliemann_Defense
omWtt,4k2r/1p2bppp/p2p1n2/q3p2P/1n2P1P1/1PQ1BP2/1PP5/2KR1B1R w k - 3 18,g4g5 b4a2 c1b1 a2c3,1484,78,84,148,advantage fork middlegame short,https://lichess.org/8pmUveSe#35,Sicilian_Defense Sicilian_Defense_Flohr_Variation
Bkdr3,2r2r2/pp1k2bp/2n5/8/Q1BP1p1q/2P5/PP4PP/R1B2K1R w - - 0 19,c4b5 f4f3 g2g3 h4h3,1485,75,61,404,crushing middlegame short,https://lichess.org/ERYgQeFL#37,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
AwFER,rnbq2k1/ppp3bp/6p1/3B2N1/3P1r2/2N5/PP2Q2P/R3K2R b KQ - 1 15,g8f8 g5h7,1486,76,99,6784,middlegame,https://lichess.org/t5JsndKk/black#30,English_Opening English_Opening_Kings_English_Variation
tKjyH,8/7p/2R1p3/5p2/3Pr3/2PkPK2/8/8 w - - 3 38,c3c4 e4e3 f3f2 d3d4,1486,77,96,28193,crushing endgame master rookEndgame short,https://lichess.org/9pTSDMUL#75,
U3h8f,1k1r4/pp6/7p/3pP3/1P1n3q/P7/3Q2P1/2R2RK1 w - - 0 25,f1f4 h4f4 d2f4 d4e2 g1f2 e2f4,1486,75,88,474,advantage attraction endgame fork long sacrifice,https://lichess.org/rtEDu3w0#49,
tfOFH,2r5/3q2k1/4pR1p/3p2p1/1b1N4/4P1Q1/1P4PP/6K1 w - - 1 32,f6e6 c8c1 g1f2 b4e1 f2e2 e1g3,1487,76,88,658,crushing endgame long skewer,https://lichess.org/ibU3umef#63,
cEZvJ,r4rk1/pp1n1pp1/2p2q1p/3p1b2/3P4/2Q1PN1P/PP2BPP1/2R2RK1 b - - 2 14,f6g6 f3h4 g6e6 h4f5 e6f5 e2g4 f5g6 g4d7,1489,74,86,1705,crushing middlegame skewer veryLong,https://lichess.org/86kWbz1H/black#28,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation
SK5QZ,r1k5/5Q1p/pBqp2p1/1p4PP/1P6/P4b2/2P2P2/R3K3 w Q - 6 26,b6a5 c6c3 e1f1 c3a1,1490,79,94,23409,endgame fork mate mateIn2 short,https://lichess.org/IaA4Xzil#51,
2kpaL,6r1/1p4pk/p1p1Q2p/4B2P/3P4/3q4/P5PK/8 b - - 0 28,d3e2 e6g6 h7h8 g6h6,1491,78,91,2427,deflection endgame mate mateIn2 pin short,https://lichess.org/tybym04W/black#56,
HZKRq,r3k2r/5ppp/p1p5/3p4/1b4P1/1Qn1Bq1P/PP3N2/R4K1R b kq - 4 20,f3e3 a1e1 e3e1 f1e1,1491,79,90,3109,advantage middlegame pin short,https://lichess.org/LdEiCXph/black#40,
gywVd,r2qk2r/1b2bppp/p1nppn2/8/1P1PP3/2NB1P2/1P2N1PP/R1BQ1RK1 b kq - 0 12,c6b4 d1a4 b4c6 d4d5,1493,75,86,72,advantage fork opening short,https://lichess.org/TEoqCj5i/black#24,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
wT0DH,4rk1r/3p1p1p/pq3bP1/1p1B3Q/3p4/3P3P/PPP3P1/R4RK1 b - - 0 20,h7g6 h5h8 f6h8 f1f7,1493,74,87,289,crushing middlegame sacrifice short,https://lichess.org/6p4LfEZ4/black#40,
rOTAW,rn1q1rk1/pp4pp/1bppb1n1/8/1PP1N3/P2P1pPB/1B2NP1P/R2Q1RK1 b - - 1 14,f3e2 h3e6 g8h8 d1e2,1495,76,65,149,advantage hangingPiece intermezzo middlegame short,https://lichess.org/D2u9StMT/black#28,English_Opening English_Opening_Kings_English_Variation
rWTEX,3k4/2p4R/2Bp4/1P6/2rPP3/p4r2/8/RK6 w - - 7 38,b1a2 c4c2 a2b1 c2b2 b1c1 f3f1,1496,75,94,926,endgame exposedKing long mate mateIn3,https://lichess.org/3Yrq7u3K#75,
oy0do,8/8/1Q2n3/3k4/8/2P4P/4q3/6K1 b - - 0 45,d5c4 b6a6 c4c5 a6e2,1496,74,91,478,crushing endgame master short skewer,https://lichess.org/aXeD3mHF/black#90,
jJC60,1rbq1rk1/p3bppp/2p5/3nn3/1p2N3/5P2/PPPQNBPP/1K1R1B1R w - - 0 15,e2c1 d5c3 d2c3 b4c3,1497,74,87,252,crushing master opening pin queensideAttack short,https://lichess.org/TZtRBKBX#29,Pirc_Defense Pirc_Defense_Other_variations
Jfub3,2r4r/5k2/pp3bpp/3Q4/q2p4/P2P4/1PP2PPP/2KRR3 b - - 0 25,f7g7 d5b7 g7g8 b7c8,1498,77,84,67,crushing interference middlegame short,https://lichess.org/uqNkwV0r/black#50,
7prf0,5rk1/ppp3pp/8/5n1Q/4RB2/3q2Pb/PP6/1R4K1 w - - 0 26,b1e1 f5g3 h5h3 g3e2 e4e2 d3h3,1499,101,8,18,crushing discoveredAttack exposedKing fork long middlegame sacrifice,https://lichess.org/6wT0BEQf#51,
ruAnB,r2q1rk1/1pp2ppp/p1n1n3/4pN2/3pP1N1/1P1P2QP/1PP2PP1/2R2RK1 b - - 0 17,e6f4 g4h6 g8h8 g3g7,1499,75,95,9804,discoveredAttack kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/4fMpIyWB/black#34,Scandinavian_Defense Scandinavian_Defense_Other_variations
RpFlI,8/p6p/6p1/2k2p2/K1P5/6rP/P1R3P1/8 w - - 4 40,a4a5 g3a3,1500,500,100,2,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/yyITiutY#79,
1z1ZF,r4rk1/pp4pp/2p1R3/8/5q2/2N5/PPQ2PPP/4R1K1 w - - 1 20,c2b3 f4f2 g1h1 f2f1 e1f1 f8f1,1502,122,0,39,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/tFRgaymD#39,
bzoRO,8/RP3k2/5pp1/7p/5K1P/5P2/p7/1r6 b - - 3 54,a2a1q b7b8q a1a7 b8a7,1502,76,88,367,advancedPawn crushing discoveredAttack endgame promotion short,https://lichess.org/KdTbAGZQ/black#108,
6rU0f,1r6/6k1/p3Qpq1/3P2p1/1rp5/7R/6PP/1R5K w - - 0 38,b1b4 g6b1 b4b1 b8b1 e6e1 b1e1,1502,86,80,354,backRankMate endgame long master mate mateIn3 sacrifice xRayAttack,https://lichess.org/9UvorBVO#75,
4KPnS,4rr1k/5pp1/p1pq1n2/3pp2p/3P4/1BN2Q2/PPP1KP2/6RR w - - 0 25,f3g3 e5d4 e2d1 d6g3 g1g3 d4c3,1503,77,91,2798,crushing discoveredAttack long middlegame,https://lichess.org/hgN72bHr#49,
Dg0n5,r3k2r/ppp2N2/2n3Bp/b7/5BbP/2P1Pq2/1PQ1K3/3R3R w kq - 0 20,e2d3 f3d5,1504,78,90,867,mate mateIn1 middlegame oneMove,https://lichess.org/WOgtbOkk#39,
yifYF,r1bqkb1r/ppp2ppp/5n2/3P4/4p3/2N5/PP3PPP/R1BQKB1R b KQkq - 2 8,f8b4 d1a4 c7c6 a4b4,1504,76,92,3246,advantage fork opening short,https://lichess.org/ur1B8VE2/black#16,Scotch_Game Scotch_Game_Scotch_Gambit
SaUEl,8/r6k/8/4R2p/5K2/6P1/8/8 b - - 4 62,a7g7 e5h5 h7g8 h5g5 g7g5 f4g5,1504,75,96,14254,crushing endgame long master rookEndgame,https://lichess.org/hLsrdAFP/black#124,
dwLvD,2r1rbk1/p4p1p/8/2pP2p1/5Bq1/6P1/PP3P1P/1Q1R1RK1 w - - 0 21,f2f3 g4h3 b1c2 g5f4,1505,78,94,3703,crushing master middlegame short,https://lichess.org/tKbklLZX#41,
j9Scs,r3k2r/pp1b1pp1/2np3p/1B2p3/7q/4B3/PPPQ1PPP/R4RK1 b kq - 1 13,h4b4 b5c6 b4d2 c6d7 e8d7 e3d2,1505,74,90,432,advantage long middlegame sacrifice,https://lichess.org/ezq5imFm/black#26,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
w18e1,rnbq3r/ppp1nNpk/1b1p3p/3P3Q/4P3/8/PP3PPP/RNB2RK1 b - - 1 14,d8e8 f7g5 h7g8 h5e8,1507,75,97,128,discoveredAttack interference mate mateIn2 opening pin short,https://lichess.org/bMnDio0S/black#28,Scotch_Game Scotch_Game_Haxo_Gambit
F7Xq5,8/8/1bp2n2/3k4/1P3Kp1/4P3/5P2/2R5 b - - 1 38,f6e4 c1d1 d5c4 f4e4,1508,75,100,160,crushing deflection endgame short,https://lichess.org/07g0LHWe/black#76,
H0OlE,5rk1/1b2qppp/p2rp3/1p1nR3/8/P1NB4/1PPQ1PPP/3R2K1 b - - 1 20,d5f6 d3h7 g8h7 d2d6 e7d6 d1d6,1510,75,85,526,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/2A6sd8Ha/black#40,
7UkPL,2r4k/7p/6p1/2PR4/1pn2pPP/p2K4/P4P2/6N1 b - - 1 42,b4b3 d3c4 b3b2 d5d1,1511,74,81,158,advantage defensiveMove endgame hangingPiece short,https://lichess.org/8xBkVsQG/black#84,
LuZDJ,r3r2k/pp3pp1/2pb1n1p/3p1B1n/3P1P1q/2N1PP2/PPQB3P/R4RK1 b - - 0 17,g7g5 d2e1 e8e3 e1h4,1513,75,92,2284,crushing middlegame short trappedPiece,https://lichess.org/gsJy3lIq/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
7TOLu,5rk1/1p4p1/1p1p3p/p7/8/P1B3PP/1Pq3K1/1R2Q3 w - - 6 33,g2h1 f8f2 e1f2 c2f2,1514,76,88,316,advantage endgame quietMove short,https://lichess.org/KhagWeFJ#65,
ZStp9,2k4r/pp1r1p1p/2pP1n2/4q3/4PP2/4Q3/PP4PP/R4RK1 b - - 0 19,e5e4 e3a7 d7d6 a7a8 c8c7 a8h8 e4e3 g1h1,1514,75,92,403,advantage middlegame skewer veryLong,https://lichess.org/rc7pl1Sp/black#38,
mbRMt,6k1/p2r1p1p/2p1b1pB/4b3/2P1p1P1/8/P3BP1P/1R4K1 b - - 0 24,d7d2 h6d2,1514,85,71,32,crushing endgame hangingPiece oneMove,https://lichess.org/VyN8WKYY/black#48,
oHsXu,8/p7/1pq3pk/2P5/1P1Qb1PP/8/P7/2K5 b - - 0 45,a7a5 d4h8,1516,77,88,729,endgame mate mateIn1 oneMove,https://lichess.org/G7L1QQ6Q/black#90,
4REH3,r3r1k1/p4ppp/2p5/4Q3/1b6/2NP3b/PP1BBPqP/R3KR2 w Q - 1 18,e5g3 g2f1,1516,83,85,443,mate mateIn1 middlegame oneMove pin,https://lichess.org/dqSiI9Fu#35,Italian_Game Italian_Game_Two_Knights_Defense
noSQB,2r1r3/p2qbpk1/6pN/3pP2p/1p3P2/6QP/PP3P2/4RRK1 w - - 6 25,e5e6 f7e6 h6g4 h5g4,1517,74,93,1603,crushing middlegame short trappedPiece,https://lichess.org/CtJkbLgZ#49,
r8YXR,r1bq1rkR/1p1nb1p1/2n1p3/p2pP1P1/3P4/P1N1B3/1P3PP1/R2QK3 b Q - 2 17,g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,1518,78,96,26966,kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/EtjxYntM/black#34,French_Defense French_Defense_Classical_Variation
2cWUg,2Q5/5r1p/8/2R5/1k6/5PP1/1q3K2/8 w - - 1 46,f2g1 b2d4 g1g2 d4c5,1518,75,85,1047,advantage endgame short,https://lichess.org/j6MTmo0z#91,
HfDoA,r2qr1k1/2p2pp1/3b1nQp/1p6/3pp2N/1B1n3P/PB3PP1/R4RK1 b - - 3 22,d8e7 h4f5 e7f8 f5h6 g8h8 h6f7,1518,75,96,1814,advantage deflection kingsideAttack long middlegame pin,https://lichess.org/MBgV9iHp/black#44,
qRk7y,R7/3R2pp/8/K2p1p1k/P2n4/5P2/1r6/8 w - - 0 46,d7d5 d4c6 a5a6 c6b4 a6b7 b4d5,1519,74,96,12340,crushing discoveredAttack endgame fork long,https://lichess.org/TEU4xFLG#91,
Ybanb,rnbq1bnr/pp1p1kpp/2p5/2P1Q3/4P3/8/PP1P1PPP/RNB1KB1R b KQ - 0 7,g8f6 f1c4 d7d5 c5d6,1519,80,81,197,crushing discoveredAttack enPassant opening short,https://lichess.org/KZg99zwE/black#14,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
59Qkh,4rrk1/3q1pp1/p6p/3B4/2nB4/6R1/P5PP/R5K1 b - - 1 26,g7g6 g3g6 g8h7 g6g7 h7h8 g7f7,1520,74,87,970,crushing discoveredAttack long middlegame pin,https://lichess.org/a4NhF1EV/black#52,
rQpoB,1rbqr1k1/2p1ppPp/3p2p1/3Q4/5BP1/pPp4P/P1P1NP2/R3K2R w KQ - 1 16,f4h6 c8b7 d5d3 b7h1,1520,77,93,912,advantage middlegame short skewer,https://lichess.org/3GZzX19i#31,Indian_Defense Indian_Defense_Other_variations
lARAv,rnbq1rk1/ppp2ppp/4p3/3n2N1/3P4/3B4/P1PQ2PP/R1B2RK1 b - - 5 11,h7h6 d3h7 g8h8 g5f7 f8f7 f1f7,1521,79,87,132,advantage deflection fork long opening,https://lichess.org/5LhxIG0B/black#22,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Weinsbach_Defense
X7oAO,2r5/p4krQ/2b1p1p1/1p2P1R1/3PqP2/4B3/PPRK3P/8 w - - 3 33,h7h3 e4c2 d2c2 c6g2 c2b3 g2h3,1521,73,96,30246,advantage discoveredAttack exposedKing long middlegame sacrifice,https://lichess.org/pqogC3M0#65,
UcszF,8/p2r4/1p4p1/2p2p1p/P1B1R2P/2k2PP1/8/6K1 w - - 0 40,c4b5 d7d1 g1f2 f5e4,1522,89,81,45,crushing endgame master short,https://lichess.org/Pwbae2h0#79,
bV7Ca,8/4p3/4R1Rp/p1Pk4/3p3P/4Pp2/5P1K/1q6 b - - 8 44,b1f5 e3e4 f5e4 e6e4,1523,76,96,12132,crushing endgame fork queenRookEndgame short,https://lichess.org/d2RJxL7b/black#88,
eUT6f,r4rk1/pbp1qppp/1pn1pb2/8/Q3N3/2P3P1/PP1N1PBP/3R1RK1 b - - 6 14,a7a6 e4f6 e7f6 g2c6 b6b5 a4e4 b7c6 e4c6,1523,75,89,282,crushing discoveredAttack middlegame veryLong,https://lichess.org/HKU49R81/black#28,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
6mOoj,6k1/p4pp1/1r1Np2p/1b4q1/5n2/1Q3B2/PPP2PPP/3R2K1 w - - 7 27,b3e3 f4h3 g1h1 g5e3,1525,76,96,1177,crushing discoveredAttack kingsideAttack middlegame pin short,https://lichess.org/Obo7v3Wv#53,
Fh4bD,8/p7/8/2p3r1/3p2bR/1P1P1k2/P1P4K/6R1 w - - 9 38,h4g4 g5h5 g4h4 h5h4,1526,78,94,8990,endgame mate mateIn2 rookEndgame short,https://lichess.org/adMaiHsY#75,
d07Of,2k2r2/pppr1ppp/3p4/3PpQ2/4P2P/3P4/qPR1KPP1/2R5 b - - 3 22,c8d8 f5d7 d8d7 c2c7 d7e8 c7c8,1527,75,47,206,attraction crushing endgame long sacrifice,https://lichess.org/S4HM2jio/black#44,
ihKeN,r2k1b1r/pp3pp1/4p3/3pP3/Q2P2q1/1NPK4/PP1B1RP1/R7 w - - 0 23,a1f1 g4e4,1527,81,84,675,mate mateIn1 middlegame oneMove,https://lichess.org/o5vZwsm4#45,
ifBiT,4r1k1/3R2b1/6p1/2B1p2p/4PP1P/6PK/1r4B1/8 b - - 1 34,e5f4 d7g7 g8g7 c5d4 g7f8 d4b2,1527,75,85,445,advantage attraction endgame exposedKing fork long sacrifice,https://lichess.org/KrIG4Ykh/black#68,
mXbTz,r1b1k2r/pp3ppp/2n1p3/q2p4/1b1Pn3/P1N2QP1/1P2NPBP/R1B1K2R b KQkq - 2 10,c6d4 e2d4 b4c3 b2c3 a5c3 f3c3,1529,96,87,66,advantage hangingPiece long opening,https://lichess.org/ZIjCAGeV/black#20,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
THpRV,3r3k/2q4r/5Q2/1p2pP2/n3P3/1NpP1R2/P5PP/6K1 b - - 0 35,h8g8 f3g3 h7g7 g3g7 c7g7 f6d8,1531,76,97,3666,advantage exposedKing fork long master middlegame,https://lichess.org/m4RgKCKl/black#70,
csJSu,r4rk1/p2R1pp1/2q4p/6b1/8/1P6/PBP2PPP/R2Q2K1 w - - 5 18,d1d4 g5f6 d4d5 c6d5 d7d5 f6b2,1534,76,97,3702,advantage long middlegame,https://lichess.org/0psrXt1Z#35,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
w3ykc,8/6P1/2p5/4p2p/4P2P/1kr5/2p3R1/2K5 w - - 1 72,g2c2 c3c2 c1d1 c2g2,1534,80,93,55,crushing endgame master rookEndgame short,https://lichess.org/VmbUeibW#143,
hwIA0,8/1p1rpk1r/pB1p4/P1PPnp2/6P1/1P4P1/6K1/3RR3 b - - 0 36,e5g4 c5c6 b7c6 d5c6,1536,78,82,116,crushing endgame master short,https://lichess.org/DwkllDVp/black#72,
lg2Cg,4rrk1/2p2p2/p1b1PQp1/3p2Pp/1pq4P/2n1P1NB/2P4K/2R1R3 b - - 0 28,c4h4 e6f7 f8f7 f6g6,1536,75,98,2231,advancedPawn advantage fork middlegame short,https://lichess.org/jqUx2vmc/black#56,
I2LWd,r2q1rk1/1p1b3p/n2p1n2/3Pp3/NP2Pb2/5PN1/2B2BP1/1R1Q1R1K w - - 2 24,a4b6 f4g3 f2g3 d8b6,1537,75,50,298,advantage master middlegame short,https://lichess.org/fTAQ0yLm#47,
8Xxkj,r4rk1/3n1p2/4b1p1/3pp3/7q/P1N1P3/1PP3Q1/2K2R1R b - - 1 24,h4e7 g2h2 f7f6 h2h8 g8f7 h1h7 f7e8 h7e7,1537,77,85,103,advantage middlegame skewer veryLong,https://lichess.org/8no7tddZ/black#48,
iSk0T,4r3/1pb4k/2n3p1/p1pn3p/P1Np1P1q/3P1Q1B/1PPB2R1/6K1 w - - 0 28,f3d5 e8e1 g1h2 c7f4 d2f4 h4f4,1538,76,90,384,crushing exposedKing kingsideAttack long middlegame,https://lichess.org/beFP6lNI#55,
zy2Yh,r1b4r/p2p1kpp/1pp5/2b1PR2/4Q3/5P1q/PP3P1P/RNB4K b - - 0 16,f7g8 e4c4 d7d5 e5d6 c8e6 c4e6,1538,75,94,1054,discoveredAttack enPassant kingsideAttack long mate mateIn3 middlegame,https://lichess.org/n3yHEjHy/black#32,Italian_Game Italian_Game_Other_variations
UrvSe,3q2k1/pp3bp1/2p2pNp/2P3n1/1P2P3/P6P/2Q1NPP1/6K1 w - - 2 24,e4e5 f7g6 c2g6 d8d1 g1h2 d1e2 e5f6 e2e5,1539,74,95,14143,crushing endgame fork veryLong,https://lichess.org/HGX0VcuW#47,
pn2cj,r1b2k2/1p3r2/p5Qp/3q3n/P3p3/1P6/5bP1/1BRR3K b - - 1 30,d5f5 d1d8 f8e7 g6d6,1539,75,85,429,mate mateIn2 middlegame short,https://lichess.org/l8IOEGpB/black#60,
tDHyj,8/6p1/8/pppkN3/3P2P1/1P1K4/8/8 w - - 0 43,d4c5 d5e5 d3c3 e5d5,1539,76,93,1636,crushing endgame hangingPiece short,https://lichess.org/U2yOobGw#85,
8wpZp,2r3rk/p1q2p1p/1p2pP1Q/3n4/3P4/2PB3P/PP3P2/1K5R b - - 4 25,d5f6 h6f6 g8g7 h1g1,1541,75,78,265,crushing hangingPiece middlegame pin short,https://lichess.org/h9RIrWEW/black#50,
QHtIa,8/5pk1/1q1Np1pp/3pP3/4nP2/PPQ3P1/K6P/8 w - - 9 44,d6e8 g7f8 c3c8 b6f2,1542,75,89,695,crushing defensiveMove endgame short,https://lichess.org/B6IUxbvR#87,
wSqqm,7r/r2R1ppp/pkn5/2N5/8/1P4P1/P1P2P1P/R5K1 b - - 2 30,a7d7 c5d7 b6c7 d7c5,1543,76,87,59,advantage endgame short,https://lichess.org/gzkcP3Pu/black#60,
UBP7t,2Q5/3P2p1/5k1p/8/8/1p3PPK/7P/5q2 w - - 3 47,h3h4 g7g5 h4g4 h6h5 g4h5 f1h3,1543,76,96,874,attraction endgame long mate mateIn3 queenEndgame,https://lichess.org/4PWHooeR#93,
rTXOG,6k1/4bpp1/p2p2Pp/qn3P2/2Q1p2P/3R4/P1P2P2/K6R b - - 0 27,e4d3 c4f7 g8h8 f7e8 e7f8 e8f8,1544,75,93,4632,endgame fork long mate mateIn3,https://lichess.org/imw1cc8H/black#54,
XdTS7,3Q4/5pk1/1R4pp/8/1p3q2/1P1b2PP/r5BK/8 b - - 2 43,f4d2 d8f6 g7g8 b6b8 g8h7 f6f7,1545,79,94,2151,deflection endgame long mate mateIn3,https://lichess.org/A8a4AqsM/black#86,
59AO5,r1b5/4r1nk/1QBp1q1p/3P4/1P1BPp2/p6P/2P2P1K/6R1 b - - 3 42,a8a6 d4f6 a6b6 f6e7,1546,74,81,384,crushing master middlegame short,https://lichess.org/ExFobGha/black#84,
PYWNq,8/pp6/8/4R1pk/1P6/P2p2KP/2n5/8 w - - 0 40,h3h4 d3d2 e5g5 h5h6 g5d5 c2e3,1547,74,84,103,advancedPawn crushing endgame long,https://lichess.org/lz9HNh5K#79,
HCca1,2k2b2/2p3p1/p2rN3/3npr2/8/4B3/PPP2PPP/R4RK1 b - - 0 25,d5e3 f2e3 f5f1 a1f1 d6e6 f1f8,1547,75,90,762,advantage long middlegame,https://lichess.org/vh0T6bwn/black#50,
yMclz,2r2r1k/pp4pp/1b6/3QRp2/8/1NP5/q5PP/4R2K b - - 0 23,f8d8 d5d8 c8d8 e5e8 d8e8 e1e8,1548,83,88,3160,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/l86MAyif/black#46,
KKH33,r3r1k1/ppp2ppp/2p2n2/8/3qP3/P1B2Q2/1P3PPP/R3R1K1 b - - 1 14,d4d6 e4e5 d6d5 e5f6,1549,76,92,17653,crushing fork middlegame short,https://lichess.org/XgZvZFgP/black#28,Ruy_Lopez Ruy_Lopez_Berlin_Defense
unycv,1r3rk1/2p2ppp/p1p1p1q1/3nPb2/P1Q5/2N4P/1PPB1PP1/2KR3R b - - 6 18,f5c2 c3d5 c6d5 c4c2,1550,79,74,58,advantage discoveredAttack middlegame short,https://lichess.org/2w82iEYr/black#36,Scandinavian_Defense Scandinavian_Defense_Portuguese_Gambit
suYHI,8/1R5p/1p1p2k1/6p1/1PP1rPK1/6P1/3n2NP/8 w - - 1 30,b7b6 h7h5 g4h3 g5g4 h3h4 d2f3,1551,75,77,1657,endgame long master mate mateIn3,https://lichess.org/E8nOWaMJ#59,
